hypoxemia_values
94
94
88
88
88
89
94
94
94
94
88
87
94
94
94
93
87
87
87
87
93
93
93
93
90
90
90
90
94
92
93
93
94
88
88
87
89
88
87
89
89
92
91
91
90
91
87
87
87
94
93
93
93
93
94
94
94
89
88
88
88
88
88
88
88
94
94
90
89
89
89
94
94
93
93
93
93
93
94
94
94
93
88
87
89
89
89
88
94
93
93
94
89
88
88
88
94
94
93
94
87
90
89
89
89
90
89
88
88
94
94
94
94
90
89
88
88
94
91
92
92
92
88
88
88
87
94
93
93
87
94
88
88
88
89
94
94
94
89
88
94
94
94
93
90
90
90
90
87
94
94
93
94
88
88
93
92
92
92
93
93
93
93
93
92
92
92
94
94
94
90
90
88
88
94
93
93
92
92
92
91
94
93
92
93
94
88
88
87
94
94
94
88
87
87
87
93
93
93
92
87
93
93
93
93
88
89
91
88
89
88
88
94
94
88
87
87
87
87
88
88
89
88
87
93
94
94
93
90
90
91
90
90
89
90
91
91
90
87
87
87
94
94
94
94
88
88
88
88
91
92
91
92
88
88
88
89
93
93
93
93
89
88
87
94
93
92
94
92
92
91
94
94
94
94
88
90
90
90
90
94
94
90
90
90
90
92
93
92
93
90
90
90
89
92
92
91
91
89
88
88
87
87
87
87
88
87
87
87
92
92
93
92
88
87
87
92
92
91
92
94
94
94
92
91
92
92
94
94
94
87
87
87
87
88
87
88
87
87
87
94
93
93
94
93
94
94
94
87
87
87
90
90
90
89
94
94
93
94
89
90
89
89
87
87
90
88
87
87
92
90
89
89
90
94
93
93
93
89
89
89
90
92
92
92
92
94
93
93
94
93
91
90
87
87
89
90
90
90
88
88
88
87
93
93
93
93
90
90
89
89
94
94
88
88
88
93
92
92
93
88
88
88
88
94
94
89
89
88
91
90
90
90
91
91
92
92
94
94
94
94
87
90
90
89
88
88
88
88
89
93
93
93
93
92
91
91
91
92
91
92
88
87
88
88
87
88
91
91
91
91
88
89
87
93
92
92
92
94
92
91
90
90
87
89
88
89
91
94
94
94
94
94
94
89
89
89
89
87
87
87
87
90
90
90
90
88
87
87
87
91
90
91
89
90
91
91
93
91
91
90
89
94
94
90
90
88
89
94
94
87
87
87
89
91
91
89
90
89
89
89
94
93
93
93
94
94
94
94
94
94
94
94
94
94
91
92
88
89
94
94
94
94
90
90
90
90
93
94
93
92
87
87
87
87
94
94
94
94
88
87
87
87
87
88
87
92
92
88
88
88
87
88
94
87
87
87
94
94
94
94
88
87
87
92
91
89
90
90
90
90
90
94
94
94
94
87
87
87
88
88
88
88
89
91
90
90
89
90
89
90
94
94
94
93
94
93
93
94
87
87
87
87
88
89
87
87
90
90
89
89
87
87
87
91
91
91
91
92
92
92
91
93
92
90
88
89
90
90
90
91
89
87
87
87
90
90
90
90
90
89
90
90
93
92
93
93
88
89
89
89
92
92
92
92
88
87
87
88
88
87
87
90
90
90
89
94
94
94
94
88
87
87
88
92
92
91
90
88
88
88
88
90
89
89
88
88
89
88
90
90
88
88
90
90
90
90
93
93
93
94
94
93
93
92
94
94
94
94
89
90
90
90
93
93
93
93
90
90
90
91
87
87
90
90
90
90
94
94
94
90
90
90
90
87
87
87
92
91
90
90
89
90
90
90
94
94
94
94
93
94
93
88
87
94
87
87
88
88
93
94
94
93
90
89
88
88
90
90
90
89
93
90
88
88
88
90
87
88
88
88
87
87
91
91
89
90
93
93
92
93
93
92
93
93
92
87
94
94
87
87
87
94
94
94
93
87
88
88
93
93
92
92
93
93
93
93
88
88
87
87
94
93
93
93
93
92
88
89
93
94
94
90
90
88
88
92
93
92
92
93
93
92
92
94
94
88
88
87
88
94
88
87
87
88
89
87
93
93
93
93
94
94
94
94
90
90
89
90
87
94
94
93
94
93
93
92
93
94
94
89
90
90
90
88
88
88
88
93
92
93
94
94
94
88
89
89
88
88
88
88
94
93
93
93
94
93
93
93
88
88
87
94
94
94
94
87
87
87
90
87
87
87
89
89
89
88
90
90
89
89
93
93
93
92
88
87
92
91
89
92
91
90
90
90
89
94
94
94
87
87
87
87
93
93
93
93
90
90
91
91
88
87
87
87
87
87
87
93
93
92
92
88
88
88
88
92
91
92
92
88
88
88
88
90
90
89
92
92
92
92
92
93
87
92
92
93
89
89
89
90
90
87
87
88
88
88
87
87
89
89
89
89
93
92
91
92
93
93
93
93
94
93
93
92
92
92
94
94
94
87
90
90
90
90
92
92
92
92
88
88
87
94
92
93
93
88
89
90
87
94
93
92
92
88
87
87
88
94
94
94
94
87
94
88
88
90
90
87
92
92
92
92
88
88
88
88
89
88
88
89
92
92
92
92
92
92
93
92
89
88
87
87
93
94
94
94
94
94
94
88
88
88
90
91
89
89
93
94
93
94
87
87
87
87
87
89
91
91
91
94
94
94
94
89
88
88
88
92
92
91
87
87
94
94
88
88
88
89
88
88
88
88
93
94
94
94
89
89
90
88
92
92
92
92
92
92
91
91
90
92
93
93
92
90
88
90
88
88
89
92
90
92
92
87
88
93
94
94
88
88
87
88
87
88
87
87
87
87
94
94
93
87
87
87
87
94
90
90
92
92
88
87
88
92
92
93
94
94
93
93
93
94
94
94
88
87
87
93
92
92
93
92
92
93
92
94
94
89
90
90
89
90
90
91
90
88
90
89
91
93
93
94
94
87
87
91
89
89
88
91
90
90
90
90
90
88
88
88
94
93
93
93
92
92
91
87
94
93
93
93
87
87
87
94
94
94
94
89
89
87
87
94
94
94
94
88
87
93
93
94
94
88
88
90
89
87
87
87
91
90
90
91
94
94
94
94
87
89
89
89
88
88
89
89
90
88
87
88
87
94
93
94
94
94
94
88
88
87
90
91
90
89
94
94
93
87
90
90
88
88
90
90
90
90
92
93
92
92
94
94
94
94
87
87
90
90
89
90
92
92
92
92
94
94
94
94
87
87
87
87
87
87
93
93
92
93
87
87
87
89
88
88
89
90
90
90
90
94
94
94
94
93
93
93
88
88
93
94
94
92
88
89
90
90
89
90
88
87
89
88
89
90
87
87
88
88
87
88
87
91
91
91
91
87
87
87
87
90
88
89
89
87
87
94
94
94
94
93
93
92
92
90
90
90
90
92
92
91
91
94
94
94
87
87
87
88
94
94
94
94
88
88
88
88
88
88
87
87
87
87
89
88
89
89
87
87
91
91
87
93
94
88
88
87
94
94
94
91
90
90
90
87
88
88
88
91
91
91
89
92
93
92
92
88
87
94
88
89
89
90
90
89
89
89
90
87
87
92
91
92
93
87
87
87
87
94
89
88
88
88
88
89
89
88
89
94
88
88
89
89
89
94
92
94
94
88
88
88
88
90
89
89
89
88
88
88
88
94
94
94
94
87
88
88
87
87
88
88
89
88
93
94
94
87
88
87
94
93
93
94
88
88
88
88
93
92
93
93
90
90
88
88
90
90
90
90
88
87
93
92
92
92
92
87
87
93
93
93
92
90
90
90
90
94
94
94
94
89
89
90
88
94
94
94
91
91
91
91
89
89
89
94
94
93
93
94
88
88
88
88
90
90
90
91
94
94
94
88
88
88
88
93
92
94
94
88
88
88
87
90
90
90
90
91
90
89
90
91
92
92
92
91
92
90
91
94
94
94
94
93
93
93
93
90
89
90
90
89
89
88
88
90
90
90
90
94
94
92
92
90
89
89
89
94
94
92
94
94
94
94
94
91
91
91
90
92
92
92
92
